Lemmatized_Text,Predicted_Emotion
I have be stay in the word and memorize scripture and through this I feel that god be show I just how ugly my heart is;sadness,Sad
I know it will come next week and I will sit in it relish it love it hate it and feel the hurt;sadness,Sad
I feel be too special to pass up but do not have a use for myself and to hopefully offset the expense of our forays;joy,Happy
I want to seduce you into buy it without you feel like you ve be con or connive into it;love,Neutral
I m feel kind of naughty;love,Neutral
when my relative and I be in a car go slowly on a frozen road;fear,Neutral
I feel terribly like cassandra lock myself in attic and barn to write in beloved journal warm by my ginger cat mine huckleberry and hers abelard;joy,Happy
I be feel discourage it is;sadness,Sad
I like when I m feel productive even though I sometimes grumble about not have time to scratch my butt;joy,Happy
I feel like I m pretty weird and open about like a lot of thing I doubt any of my interest would surprise anyone;surprise,Neutral
I feel that his apology be sincere I just could not help feel a bit more unhappy about what happened;joy,Happy
I meet a really cute girl who I feel kind of fond for today and normally girl be really complex to I but I can just be myself around her;love,Neutral
I find myself cry over loose everything that I have everything that I be not really proud of and I feel such a loyal connection to what s around me;love,Happy
I have to say I m feel very tender about a great many thing today be a mom be one;love,Neutral
I be not a professional historian by any mean so some may feel as if I leave out important thing or take they out of context;joy,Happy
I want to feel energetic again and when I do just that bit of exercise every day be it minute I feel more awake energized and more focused;joy,Happy
I do not however feel the loss of officer nicholson life be any more tragic than the death of the young mother whose murder start this whole scenario in motion;sadness,Sad
I never think I could feel thankful for such an awful thing but I be for make I strong even as my husband get weaker;joy,Happy
I ve be medicate today but I feel funny;surprise,Neutral
I suddenly feel anxious I m cry over little things;fear,Neutral
I can t help but think what they must be feel with the loss of jon s talented advanced horse couple with the joy of a new baby on the way such a mixture of extreme emotions;joy,Happy
I feel the love for anyone who be properly appreciative of patrick and;joy,Happy
I feel strange;fear,Neutral
I don t feel devastated;sadness,Sad
I be in seoul I could help but feel jealous;anger,Neutral
I m not feel like the meeting be a particularly supportive environment how do she expect to be treat when she have lose the weight she want to lose;love,Neutral
I feel weepy already;sadness,Sad
I feel guilty for not having make any blog entry for months;sadness,Sad
I spend my energy make the world I live in a well place and do everything in my power not to kick people or feel superior to other who do not have the same challenge as myself;joy,Happy
I be very very tired of feeling like such a horrible person;sadness,Sad
I go up to the teacher and say I m go to step outside for a second I m really not feel too well;joy,Happy
I feel that the perpetrator should be punish to the full extent of the law;sadness,Sad
I see that through wait it out on some of these desire and wrestle through the question and feeling of purpose I see that god have be faithful and have now make a way for it to happen;joy,Happy
I recently attend a presentation by kingdom bank zimbabwe they be do a series of road show in and around zimbabwe I feel they be basically try to get zimbabwean back into trust the bank to some degree at least;joy,Happy
I be feel very unloved;sadness,Sad
I feel like the fan see the girl as wimpy and not as good as the guys;fear,Neutral
I feel so horrendously ugly these days;sadness,Sad
I feel distracted and its sometimes hard to talk to god and that use to be second nature to me;anger,Neutral
I feel I hate you despise you yet you can make I happy even when I be sad in a matter of minutes;sadness,Happy
I feel like every day be special unique;joy,Happy
I m feel wimpy about this I know a one year old who have be send to the old country for a year so the parent can work;fear,Neutral
I have day where I want nothing more than to be unwanted and where I resent the pressure I feel to be and do everything for everyone even my precious children;joy,Happy
I miss it when I feel no one person who ignore me;sadness,Sad
I feel so ecstatic and relieved;joy,Happy
I feel that she should change herself and I be too timid to speak up for she except in underground murmurs;fear,Neutral
I feel be a near flawless film;joy,Happy
I do not feel humiliated;sadness,Sad
